transaction-type,transaction-date,default-currency,transaction-value,transaction_ref,transaction_value_currency,transaction_value_value-date,transaction_provider-org,transaction_provider-org_ref,transaction_provider-org_provider-activity-id,transaction_receiver-org,transaction_receiver-org_ref,transaction_receiver-org_receiver-activity-id,transaction_description,transaction_flow-type_code,transaction_finance-type_code,transaction_aid-type_code,transaction_tied-status_code,transaction_disbursement-channel_code,transaction_recipient-country-code,transaction_recipient-country,transaction_recipient-region-code,transaction_recipient-region,transaction_sector-code,transaction_sector,transaction_sector-vocabulary,transaction_sector-vocabulary-code,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code
3,2017-08-25,GBP,578159,7515473,GBP,2017-08-25,UK - Department for International Development (DFID),GB-GOV-1,,Adam Smith International,GB-COH-2732176,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-103,2,2019-08-28 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Performance improvement in anti-corruption institutions,"This activity (Performance improvement in anti-corruption institutions) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £14,197,696. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. , with the following implementing partners: Adam Smith International, AECOM. The start date is 01-04-2015 and the end date is 30-04-2020.",2,2015-04-01,2020-04-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AECOM,GB-COH-01846493,Private Sector,70,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2017-10-31,GBP,832343,7603900,GBP,2017-10-31,UK - Department for International Development (DFID),GB-GOV-1,,Adam Smith International,GB-COH-2732176,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-103,2,2019-08-28 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Performance improvement in anti-corruption institutions,"This activity (Performance improvement in anti-corruption institutions) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £14,197,696. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. , with the following implementing partners: Adam Smith International, AECOM. The start date is 01-04-2015 and the end date is 30-04-2020.",2,2015-04-01,2020-04-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AECOM,GB-COH-01846493,Private Sector,70,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2017-12-18,GBP,50943,7685775,GBP,2017-12-18,UK - Department for International Development (DFID),GB-GOV-1,,AECOM,GB-COH-01846493,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-103,2,2019-08-28 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Performance improvement in anti-corruption institutions,"This activity (Performance improvement in anti-corruption institutions) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £14,197,696. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. , with the following implementing partners: Adam Smith International, AECOM. The start date is 01-04-2015 and the end date is 30-04-2020.",2,2015-04-01,2020-04-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AECOM,GB-COH-01846493,Private Sector,70,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2018-05-18,GBP,788575,7901892,GBP,2018-05-18,UK - Department for International Development (DFID),GB-GOV-1,,Adam Smith International,GB-COH-2732176,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-103,2,2019-08-28 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Performance improvement in anti-corruption institutions,"This activity (Performance improvement in anti-corruption institutions) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £14,197,696. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. , with the following implementing partners: Adam Smith International, AECOM. The start date is 01-04-2015 and the end date is 30-04-2020.",2,2015-04-01,2020-04-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AECOM,GB-COH-01846493,Private Sector,70,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2018-08-29,GBP,144960,8064356,GBP,2018-08-29,UK - Department for International Development (DFID),GB-GOV-1,,Adam Smith International,GB-COH-2732176,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-103,2,2019-08-28 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Performance improvement in anti-corruption institutions,"This activity (Performance improvement in anti-corruption institutions) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £14,197,696. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. , with the following implementing partners: Adam Smith International, AECOM. The start date is 01-04-2015 and the end date is 30-04-2020.",2,2015-04-01,2020-04-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AECOM,GB-COH-01846493,Private Sector,70,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2018-11-30,GBP,897510,8200000,GBP,2018-11-30,UK - Department for International Development (DFID),GB-GOV-1,,Adam Smith International,GB-COH-2732176,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-103,2,2019-08-28 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Performance improvement in anti-corruption institutions,"This activity (Performance improvement in anti-corruption institutions) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £14,197,696. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. , with the following implementing partners: Adam Smith International, AECOM. The start date is 01-04-2015 and the end date is 30-04-2020.",2,2015-04-01,2020-04-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AECOM,GB-COH-01846493,Private Sector,70,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2019-09-19,GBP,31186,8639128,GBP,2019-09-19,UK - Department for International Development (DFID),GB-GOV-1,,Adam Smith International,GB-COH-2732176,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-103,2,2019-08-28 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Performance improvement in anti-corruption institutions,"This activity (Performance improvement in anti-corruption institutions) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £14,197,696. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. , with the following implementing partners: Adam Smith International, AECOM. The start date is 01-04-2015 and the end date is 30-04-2020.",2,2015-04-01,2020-04-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AECOM,GB-COH-01846493,Private Sector,70,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2019-09-19,GBP,58728,8639130,GBP,2019-09-19,UK - Department for International Development (DFID),GB-GOV-1,,Adam Smith International,GB-COH-2732176,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-103,2,2019-08-28 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Performance improvement in anti-corruption institutions,"This activity (Performance improvement in anti-corruption institutions) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £14,197,696. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. , with the following implementing partners: Adam Smith International, AECOM. The start date is 01-04-2015 and the end date is 30-04-2020.",2,2015-04-01,2020-04-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AECOM,GB-COH-01846493,Private Sector,70,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2019-09-19,GBP,666926,8639134,GBP,2019-09-19,UK - Department for International Development (DFID),GB-GOV-1,,Adam Smith International,GB-COH-2732176,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-103,2,2019-08-28 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Performance improvement in anti-corruption institutions,"This activity (Performance improvement in anti-corruption institutions) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £14,197,696. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. , with the following implementing partners: Adam Smith International, AECOM. The start date is 01-04-2015 and the end date is 30-04-2020.",2,2015-04-01,2020-04-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AECOM,GB-COH-01846493,Private Sector,70,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
3,2019-11-19,GBP,20000,8717899,GBP,2019-11-19,UK - Department for International Development (DFID),GB-GOV-1,,Adam Smith International,GB-COH-2732176,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-103,2,2019-08-28 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Performance improvement in anti-corruption institutions,"This activity (Performance improvement in anti-corruption institutions) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £14,197,696. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. , with the following implementing partners: Adam Smith International, AECOM. The start date is 01-04-2015 and the end date is 30-04-2020.",2,2015-04-01,2020-04-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AECOM,GB-COH-01846493,Private Sector,70,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2015-04-01,GBP,492,,GBP,2015-04-01,UK - Department for International Development (DFID),GB-GOV-1,,,,,Aggregated spend of less than £500 - Financial Year 2015 Quarter 1,,,,,,,,,,,,,,GB-1-204375-103,2,2019-08-28 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Performance improvement in anti-corruption institutions,"This activity (Performance improvement in anti-corruption institutions) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £14,197,696. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. , with the following implementing partners: Adam Smith International, AECOM. The start date is 01-04-2015 and the end date is 30-04-2020.",2,2015-04-01,2020-04-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AECOM,GB-COH-01846493,Private Sector,70,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
2,2018-05-22,GBP,9600000,REFCO1,GBP,2018-05-22,UK - Department for International Development (DFID),GB-GOV-1,GB-1-205164-102,TradeMark East Africa,,,"This is an outgoing commitment to TradeMark East Africa of £9,600,000.00",,,,,,,,,,,,,,GB-1-205164-102,2,2019-07-09 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Contribution to Trademark East Africa Uganda (Spending on Recurrent  Costs) Recurrent expenditure will include improving product standards, trade policy issues, and support to strategic DFID engagement in the areas of trade and economic growth.","This activity (Contribution to Trademark East Africa Uganda (Spending on Recurrent  Costs) Recurrent expenditure will include improving product standards, trade policy issues, and support to strategic DFID engagement in the areas of trade and economic growth.) is a component of Trademark East Africa Uganda window Phase 2 reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £9,600,000. This component benefits Uganda, and works in the following sector(s): Trade policy and administrative management, Trade facilitation, Trade education/training. , with the following implementing partners: TradeMark East Africa. The start date is 05-10-2017 and the end date is 05-10-2022.",2,2017-10-05,2022-10-05,2017-10-05,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,TradeMark East Africa,,National NGO,22,UG,Uganda,,,,,33120;33110;33181,Trade facilitation;Trade policy and administrative management;Trade education/training,60;20;20,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,3,110,10,C01,5
3,2018-08-29,GBP,100000,8063882,GBP,2018-08-29,UK - Department for International Development (DFID),GB-GOV-1,,TradeMark East Africa,,,Aid to other bilateral donors,,,,,,,,,,,,,,GB-1-205164-102,2,2019-07-09 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Contribution to Trademark East Africa Uganda (Spending on Recurrent  Costs) Recurrent expenditure will include improving product standards, trade policy issues, and support to strategic DFID engagement in the areas of trade and economic growth.","This activity (Contribution to Trademark East Africa Uganda (Spending on Recurrent  Costs) Recurrent expenditure will include improving product standards, trade policy issues, and support to strategic DFID engagement in the areas of trade and economic growth.) is a component of Trademark East Africa Uganda window Phase 2 reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £9,600,000. This component benefits Uganda, and works in the following sector(s): Trade policy and administrative management, Trade facilitation, Trade education/training. , with the following implementing partners: TradeMark East Africa. The start date is 05-10-2017 and the end date is 05-10-2022.",2,2017-10-05,2022-10-05,2017-10-05,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,TradeMark East Africa,,National NGO,22,UG,Uganda,,,,,33120;33110;33181,Trade facilitation;Trade policy and administrative management;Trade education/training,60;20;20,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,3,110,10,C01,5
3,2018-11-23,GBP,900000,8191934,GBP,2018-11-23,UK - Department for International Development (DFID),GB-GOV-1,,TradeMark East Africa,,,Aid to other bilateral donors,,,,,,,,,,,,,,GB-1-205164-102,2,2019-07-09 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Contribution to Trademark East Africa Uganda (Spending on Recurrent  Costs) Recurrent expenditure will include improving product standards, trade policy issues, and support to strategic DFID engagement in the areas of trade and economic growth.","This activity (Contribution to Trademark East Africa Uganda (Spending on Recurrent  Costs) Recurrent expenditure will include improving product standards, trade policy issues, and support to strategic DFID engagement in the areas of trade and economic growth.) is a component of Trademark East Africa Uganda window Phase 2 reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £9,600,000. This component benefits Uganda, and works in the following sector(s): Trade policy and administrative management, Trade facilitation, Trade education/training. , with the following implementing partners: TradeMark East Africa. The start date is 05-10-2017 and the end date is 05-10-2022.",2,2017-10-05,2022-10-05,2017-10-05,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,TradeMark East Africa,,National NGO,22,UG,Uganda,,,,,33120;33110;33181,Trade facilitation;Trade policy and administrative management;Trade education/training,60;20;20,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,3,110,10,C01,5
3,2019-05-30,GBP,100000,8463336,GBP,2019-05-30,UK - Department for International Development (DFID),GB-GOV-1,,TradeMark East Africa,,,Aid to other bilateral donors,,,,,,,,,,,,,,GB-1-205164-102,2,2019-07-09 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Contribution to Trademark East Africa Uganda (Spending on Recurrent  Costs) Recurrent expenditure will include improving product standards, trade policy issues, and support to strategic DFID engagement in the areas of trade and economic growth.","This activity (Contribution to Trademark East Africa Uganda (Spending on Recurrent  Costs) Recurrent expenditure will include improving product standards, trade policy issues, and support to strategic DFID engagement in the areas of trade and economic growth.) is a component of Trademark East Africa Uganda window Phase 2 reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £9,600,000. This component benefits Uganda, and works in the following sector(s): Trade policy and administrative management, Trade facilitation, Trade education/training. , with the following implementing partners: TradeMark East Africa. The start date is 05-10-2017 and the end date is 05-10-2022.",2,2017-10-05,2022-10-05,2017-10-05,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,TradeMark East Africa,,National NGO,22,UG,Uganda,,,,,33120;33110;33181,Trade facilitation;Trade policy and administrative management;Trade education/training,60;20;20,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,3,110,10,C01,5
3,2019-08-19,GBP,200000,8607433,GBP,2019-08-19,UK - Department for International Development (DFID),GB-GOV-1,,TradeMark East Africa,,,Aid to other bilateral donors,,,,,,,,,,,,,,GB-1-205164-102,2,2019-07-09 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Contribution to Trademark East Africa Uganda (Spending on Recurrent  Costs) Recurrent expenditure will include improving product standards, trade policy issues, and support to strategic DFID engagement in the areas of trade and economic growth.","This activity (Contribution to Trademark East Africa Uganda (Spending on Recurrent  Costs) Recurrent expenditure will include improving product standards, trade policy issues, and support to strategic DFID engagement in the areas of trade and economic growth.) is a component of Trademark East Africa Uganda window Phase 2 reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £9,600,000. This component benefits Uganda, and works in the following sector(s): Trade policy and administrative management, Trade facilitation, Trade education/training. , with the following implementing partners: TradeMark East Africa. The start date is 05-10-2017 and the end date is 05-10-2022.",2,2017-10-05,2022-10-05,2017-10-05,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,TradeMark East Africa,,National NGO,22,UG,Uganda,,,,,33120;33110;33181,Trade facilitation;Trade policy and administrative management;Trade education/training,60;20;20,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,3,110,10,C01,5
3,2019-11-27,GBP,100000,8724057,GBP,2019-11-27,UK - Department for International Development (DFID),GB-GOV-1,,TradeMark East Africa,,,Aid to other bilateral donors,,,,,,,,,,,,,,GB-1-205164-102,2,2019-07-09 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,"Contribution to Trademark East Africa Uganda (Spending on Recurrent  Costs) Recurrent expenditure will include improving product standards, trade policy issues, and support to strategic DFID engagement in the areas of trade and economic growth.","This activity (Contribution to Trademark East Africa Uganda (Spending on Recurrent  Costs) Recurrent expenditure will include improving product standards, trade policy issues, and support to strategic DFID engagement in the areas of trade and economic growth.) is a component of Trademark East Africa Uganda window Phase 2 reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £9,600,000. This component benefits Uganda, and works in the following sector(s): Trade policy and administrative management, Trade facilitation, Trade education/training. , with the following implementing partners: TradeMark East Africa. The start date is 05-10-2017 and the end date is 05-10-2022.",2,2017-10-05,2022-10-05,2017-10-05,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,TradeMark East Africa,,National NGO,22,UG,Uganda,,,,,33120;33110;33181,Trade facilitation;Trade policy and administrative management;Trade education/training,60;20;20,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,3,110,10,C01,5
2,2015-01-21,GBP,106847,REFCO1,GBP,2015-01-21,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204012-102,AgDevCo,GB-COH-07026479,,"This is an outgoing commitment to AgDevCo of £106,847.75",,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
2,2015-08-05,GBP,36591,REFCO2,GBP,2015-08-05,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204012-102,International Procurement Agency,NL-KVK-32037590,,"This is an outgoing commitment to International Procurement Agency of £36,591.01",,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
2,2015-08-17,GBP,838997,REFCO3,GBP,2015-08-17,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204012-102,AgDevCo,GB-COH-07026479,,"This is an outgoing commitment to AgDevCo of £838,997.00",,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
2,2016-01-28,GBP,350419,REFCO4,GBP,2016-01-28,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204012-102,AgDevCo,GB-COH-07026479,,"This is an outgoing commitment to AgDevCo of £350,419.00",,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
2,2017-04-21,GBP,2006960,REFCO5,GBP,2017-04-21,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204012-102,AgDevCo,GB-COH-07026479,,"This is an outgoing commitment to AgDevCo of £2,006,960.52",,,,,,,,,,,,,,GB-1-204012-102,2,2019-12-04 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL),"This activity (Management of the Long Term Investment and Capacity Building Programme - African Agriculture Development Co.Ltd (RDEL)) is a component of Northern Uganda: Transforming the Economy through Climate Smart Agribusiness (NU-TEC) reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £3,309,719. This component benefits Uganda, and works in the following sector(s): Agricultural development, Rural development. , with the following implementing partners: AgDevCo, International Procurement Agency. The start date is 02-06-2014 and the end date is 31-03-2022.",2,2014-06-02,2022-03-31,2014-06-02,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,AgDevCo,GB-COH-07026479,Private Sector,70,UG,Uganda,,,,,31120;43040,Agricultural development;Rural development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
